Country,Subject,Measure,Year,Value
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1990,83.11290100000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1991,86.456164
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1992,91.451192
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1993,91.51914000000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1994,94.44192
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1995,97.094527
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1996,99.319519
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1997,97.840974
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1998,95.796749
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),1999,96.164486
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2000,97.73638000000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2001,96.7755
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2002,98.331101
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2003,97.856652
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2004,96.119479
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2005,96.749782
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2006,96.114298
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2007,99.396488
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2008,102.97500600000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2009,110.349617
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2010,112.10623100000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2011,111.86791399999998
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2012,111.27608799999999
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2013,110.746155
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2014,109.506721
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2015,108.379674
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2016,109.48366999999999
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2017,109.25572700000001
Israel,Labour utilisation (hours worked per head of population),As % of the USA (USA=100),2018,107.308912
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1987,616.5355
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1988,693.1452
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1989,614.812
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1990,691.207
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1991,1500.549
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1992,20392.331000000002
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1993,184024.546
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1994,655311.2679999999
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1995,1532761.3369999998
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1996,2154336.068
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1997,2513447.212
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1998,2821506.5519999997
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",1999,5175184.778
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2000,7838739.204
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2001,9596195.477
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2002,11620839.088
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2003,14186870.113
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2004,18288784.81
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2005,23210895.641
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2006,28911574.845
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2007,35710917.788
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2008,44335170.558
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2009,41682557.871
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2010,49739675.198
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2011,60114000.8
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2012,68103449.6
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2013,72985701.1
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2014,79030040.1
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2015,83087360.1
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2016,85616083.8
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2017,91843154.2
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2018,104629637.7
Russia,Gross Domestic Product (GDP); millions,"National currency, current prices",2019,110046051.6
Russia,GDP per head of population,"National currency, current prices",1987,4.258321
Russia,GDP per head of population,"National currency, current prices",1988,4.74795
Russia,GDP per head of population,"National currency, current prices",1989,4.172967
Russia,GDP per head of population,"National currency, current prices",1990,4.671283
Russia,GDP per head of population,"National currency, current prices",1991,10.11191
Russia,GDP per head of population,"National currency, current prices",1992,137.286788
Russia,GDP per head of population,"National currency, current prices",1993,1239.566606
Russia,GDP per head of population,"National currency, current prices",1994,4415.609061
Russia,GDP per head of population,"National currency, current prices",1995,10330.265718999999
Russia,GDP per head of population,"National currency, current prices",1996,14540.592452
Russia,GDP per head of population,"National currency, current prices",1997,16992.468138999997
Russia,GDP per head of population,"National currency, current prices",1998,19106.735618000002
Russia,GDP per head of population,"National currency, current prices",1999,35153.975559
Russia,GDP per head of population,"National currency, current prices",2000,53471.395425999995
Russia,GDP per head of population,"National currency, current prices",2001,65737.960899
Russia,GDP per head of population,"National currency, current prices",2002,79974.673451
Russia,GDP per head of population,"National currency, current prices",2003,98078.157351
Russia,GDP per head of population,"National currency, current prices",2004,126946.10277
Russia,GDP per head of population,"National currency, current prices",2005,161727.20246
Russia,GDP per head of population,"National currency, current prices",2006,202108.6865
Russia,GDP per head of population,"National currency, current prices",2007,250067.5066
Russia,GDP per head of population,"National currency, current prices",2008,310595.72962
Russia,GDP per head of population,"National currency, current prices",2009,291924.61181
Russia,GDP per head of population,"National currency, current prices",2010,348196.42802
Russia,GDP per head of population,"National currency, current prices",2011,420492.57240999996
Russia,GDP per head of population,"National currency, current prices",2012,475577.03637
Russia,GDP per head of population,"National currency, current prices",2013,508586.3484
Russia,GDP per head of population,"National currency, current prices",2014,540965.90107
Russia,GDP per head of population,"National currency, current prices",2015,567513.3539600001
Russia,GDP per head of population,"National currency, current prices",2016,583714.69104
Russia,GDP per head of population,"National currency, current prices",2017,625453.91658
Russia,GDP per head of population,"National currency, current prices",2018,712587.41502
Russia,GDP per head of population,"National currency, current prices",2019,749731.07227
Russia,GDP per hour worked,"National currency, current prices",1992,0.148229
Russia,GDP per hour worked,"National currency, current prices",1993,1.384189
Russia,GDP per hour worked,"National currency, current prices",1994,5.3318129999999995
Russia,GDP per hour worked,"National currency, current prices",1995,12.654062
Russia,GDP per hour worked,"National currency, current prices",1996,18.05481
Russia,GDP per hour worked,"National currency, current prices",1997,21.397267000000003
Russia,GDP per hour worked,"National currency, current prices",1998,24.799887
Russia,GDP per hour worked,"National currency, current prices",1999,41.862471
Russia,GDP per hour worked,"National currency, current prices",2000,60.779915
Russia,GDP per hour worked,"National currency, current prices",2001,74.421685
Russia,GDP per hour worked,"National currency, current prices",2002,87.958269
Russia,GDP per hour worked,"National currency, current prices",2003,107.15201200000001
Russia,GDP per hour worked,"National currency, current prices",2004,136.403483
Russia,GDP per hour worked,"National currency, current prices",2005,171.186994
Russia,GDP per hour worked,"National currency, current prices",2006,210.15566299999998
Russia,GDP per hour worked,"National currency, current prices",2007,253.142512
Russia,GDP per hour worked,"National currency, current prices",2008,312.842365
Russia,GDP per hour worked,"National currency, current prices",2009,304.67908700000004
Russia,GDP per hour worked,"National currency, current prices",2010,360.610863
Russia,GDP per hour worked,"National currency, current prices",2011,428.69603600000005
Russia,GDP per hour worked,"National currency, current prices",2012,480.26803600000005
Russia,GDP per hour worked,"National currency, current prices",2013,516.328777
Russia,GDP per hour worked,"National currency, current prices",2014,556.5299259999999
Russia,GDP per hour worked,"National currency, current prices",2015,580.8024740000001
Russia,GDP per hour worked,"National currency, current prices",2016,599.120053
Russia,GDP per hour worked,"National currency, current prices",2017,642.766646
Russia,GDP per hour worked,"National currency, current prices",2018,733.378807
Russia,GDP per hour worked,"National currency, current prices",2019,779.705164
Russia,GDP per person employed,"National currency, current prices",1987,8.285099
Russia,GDP per person employed,"National currency, current prices",1988,9.29929
Russia,GDP per person employed,"National currency, current prices",1989,8.238761
Russia,GDP per person employed,"National currency, current prices",1990,9.292369
Russia,GDP per person employed,"National currency, current prices",1991,20.576378
Russia,GDP per person employed,"National currency, current prices",1992,286.525846
Russia,GDP per person employed,"National currency, current prices",1993,2683.9429149999996
Russia,GDP per person employed,"National currency, current prices",1994,10103.784699
Russia,GDP per person employed,"National currency, current prices",1995,23928.832050999998
Russia,GDP per person employed,"National currency, current prices",1996,34195.810603
Russia,GDP per person employed,"National currency, current prices",1997,41746.067167
Russia,GDP per person employed,"National currency, current prices",1998,48260.580049000004
Russia,GDP per person employed,"National currency, current prices",1999,82217.893915
Russia,GDP per person employed,"National currency, current prices",2000,120465.79203
Russia,GDP per person employed,"National currency, current prices",2001,147354.93569
Russia,GDP per person employed,"National currency, current prices",2002,174333.2884
Russia,GDP per person employed,"National currency, current prices",2003,213553.96081
Russia,GDP per person employed,"National currency, current prices",2004,271852.14081
Russia,GDP per person employed,"National currency, current prices",2005,340490.93114
Russia,GDP per person employed,"National currency, current prices",2006,419891.01503
Russia,GDP per person employed,"National currency, current prices",2007,506031.88086000003
Russia,GDP per person employed,"National currency, current prices",2008,624746.20349
Russia,GDP per person employed,"National currency, current prices",2009,601436.51787
Russia,GDP per person employed,"National currency, current prices",2010,712567.06609
Russia,GDP per person employed,"National currency, current prices",2011,848389.45583
Russia,GDP per person employed,"National currency, current prices",2012,951891.2478100001
Russia,GDP per person employed,"National currency, current prices",2013,1022330.9777
Russia,GDP per person employed,"National currency, current prices",2014,1104711.9035
Russia,GDP per person employed,"National currency, current prices",2015,1148827.2934
Russia,GDP per person employed,"National currency, current prices",2016,1182662.9838
Russia,GDP per person employed,"National currency, current prices",2017,1272035.192
Russia,GDP per person employed,"National currency, current prices",2018,1444756.2499
Russia,GDP per person employed,"National currency, current prices",2019,1532120.6466
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1995,893649.805
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1996,877181.595
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1997,904631.52
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1998,865918.063
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",1999,934209.415
Russia,Gross Domestic Product (GDP); millions,"USD, current prices, current PPPs",2000,1073593.408
