Country,Subject,Measure,Year,Unit,Value
Italy,Unit Labour Costs,Annual growth/change,2011,Percentage,0.360074
Italy,Unit Labour Costs,Annual growth/change,2012,Percentage,1.5075370000000001
Italy,Unit Labour Costs,Annual growth/change,2013,Percentage,0.795533
Italy,Unit Labour Costs,Annual growth/change,2014,Percentage,0.165866
Italy,Unit Labour Costs,Annual growth/change,2015,Percentage,0.691098
Italy,Unit Labour Costs,Annual growth/change,2016,Percentage,-0.07230700000000001
Italy,Unit Labour Costs,Annual growth/change,2017,Percentage,-0.335694
Italy,Unit Labour Costs,Annual growth/change,2018,Percentage,1.955956
Italy,Unit Labour Costs,Annual growth/change,2019,Percentage,1.4425629999999998
Italy,Labour compensation per hour worked,Annual growth/change,1981,Percentage,22.386779999999998
Italy,Labour compensation per hour worked,Annual growth/change,1982,Percentage,15.773462
Italy,Labour compensation per hour worked,Annual growth/change,1983,Percentage,16.555126
Italy,Labour compensation per hour worked,Annual growth/change,1984,Percentage,12.47857
Italy,Labour compensation per hour worked,Annual growth/change,1985,Percentage,10.131532
Italy,Labour compensation per hour worked,Annual growth/change,1986,Percentage,6.647745
Italy,Labour compensation per hour worked,Annual growth/change,1987,Percentage,7.1380289999999995
Italy,Labour compensation per hour worked,Annual growth/change,1988,Percentage,8.269547
Italy,Labour compensation per hour worked,Annual growth/change,1989,Percentage,9.038399
Italy,Labour compensation per hour worked,Annual growth/change,1990,Percentage,10.260962
Italy,Labour compensation per hour worked,Annual growth/change,1991,Percentage,7.734684
Italy,Labour compensation per hour worked,Annual growth/change,1992,Percentage,6.129219
Italy,Labour compensation per hour worked,Annual growth/change,1993,Percentage,3.521178
Italy,Labour compensation per hour worked,Annual growth/change,1994,Percentage,3.9634099999999997
Italy,Labour compensation per hour worked,Annual growth/change,1995,Percentage,4.09894
Italy,Labour compensation per hour worked,Annual growth/change,1996,Percentage,5.699743
Italy,Labour compensation per hour worked,Annual growth/change,1997,Percentage,4.535419999999999
Italy,Labour compensation per hour worked,Annual growth/change,1998,Percentage,-1.915548
Italy,Labour compensation per hour worked,Annual growth/change,1999,Percentage,2.201379
Italy,Labour compensation per hour worked,Annual growth/change,2000,Percentage,2.305804
Italy,Labour compensation per hour worked,Annual growth/change,2001,Percentage,3.763303
Italy,Labour compensation per hour worked,Annual growth/change,2002,Percentage,3.2561560000000003
Italy,Labour compensation per hour worked,Annual growth/change,2003,Percentage,4.159579
Italy,Labour compensation per hour worked,Annual growth/change,2004,Percentage,3.145628
Italy,Labour compensation per hour worked,Annual growth/change,2005,Percentage,3.255645
Italy,Labour compensation per hour worked,Annual growth/change,2006,Percentage,1.903534
Italy,Labour compensation per hour worked,Annual growth/change,2007,Percentage,2.212631
Italy,Labour compensation per hour worked,Annual growth/change,2008,Percentage,2.751146
Italy,Labour compensation per hour worked,Annual growth/change,2009,Percentage,2.7555240000000003
Italy,Labour compensation per hour worked,Annual growth/change,2010,Percentage,2.367371
Italy,Labour compensation per hour worked,Annual growth/change,2011,Percentage,1.0375940000000001
Italy,Labour compensation per hour worked,Annual growth/change,2012,Percentage,0.964942
Italy,Labour compensation per hour worked,Annual growth/change,2013,Percentage,1.5967049999999998
Italy,Labour compensation per hour worked,Annual growth/change,2014,Percentage,0.24554600000000001
Italy,Labour compensation per hour worked,Annual growth/change,2015,Percentage,0.750877
Italy,Labour compensation per hour worked,Annual growth/change,2016,Percentage,-0.37947800000000004
Italy,Labour compensation per hour worked,Annual growth/change,2017,Percentage,0.307135
Italy,Labour compensation per hour worked,Annual growth/change,2018,Percentage,1.755425
Italy,Labour compensation per hour worked,Annual growth/change,2019,Percentage,1.3841
Italy,Labour compensation per employee,Annual growth/change,1971,Percentage,13.593851
Italy,Labour compensation per employee,Annual growth/change,1972,Percentage,9.667129
Italy,Labour compensation per employee,Annual growth/change,1973,Percentage,18.191945999999998
Italy,Labour compensation per employee,Annual growth/change,1974,Percentage,23.07612
Italy,Labour compensation per employee,Annual growth/change,1975,Percentage,20.346745000000002
Italy,Labour compensation per employee,Annual growth/change,1976,Percentage,21.580247
Italy,Labour compensation per employee,Annual growth/change,1977,Percentage,21.273327
Italy,Labour compensation per employee,Annual growth/change,1978,Percentage,16.340042
Italy,Labour compensation per employee,Annual growth/change,1979,Percentage,19.996862
Italy,Labour compensation per employee,Annual growth/change,1980,Percentage,21.934343
Italy,Labour compensation per employee,Annual growth/change,1981,Percentage,22.141263000000002
Italy,Labour compensation per employee,Annual growth/change,1982,Percentage,16.396092000000003
Italy,Labour compensation per employee,Annual growth/change,1983,Percentage,15.735209
Italy,Labour compensation per employee,Annual growth/change,1984,Percentage,11.768696
Italy,Labour compensation per employee,Annual growth/change,1985,Percentage,9.945407000000001
Italy,Labour compensation per employee,Annual growth/change,1986,Percentage,7.479050999999999
Italy,Labour compensation per employee,Annual growth/change,1987,Percentage,7.993942
Italy,Labour compensation per employee,Annual growth/change,1988,Percentage,8.275796000000001
Italy,Labour compensation per employee,Annual growth/change,1989,Percentage,8.497060000000001
Italy,Labour compensation per employee,Annual growth/change,1990,Percentage,9.854341999999999
Italy,Labour compensation per employee,Annual growth/change,1991,Percentage,7.595438000000001
Italy,Labour compensation per employee,Annual growth/change,1992,Percentage,6.146097
Italy,Labour compensation per employee,Annual growth/change,1993,Percentage,3.934703
Italy,Labour compensation per employee,Annual growth/change,1994,Percentage,3.971145
Italy,Labour compensation per employee,Annual growth/change,1995,Percentage,4.40989
Italy,Labour compensation per employee,Annual growth/change,1996,Percentage,6.305706
Italy,Labour compensation per employee,Annual growth/change,1997,Percentage,4.3980879999999996
Italy,Labour compensation per employee,Annual growth/change,1998,Percentage,-1.280258
Italy,Labour compensation per employee,Annual growth/change,1999,Percentage,2.171956
Italy,Labour compensation per employee,Annual growth/change,2000,Percentage,2.193359
Italy,Labour compensation per employee,Annual growth/change,2001,Percentage,3.072064
Italy,Labour compensation per employee,Annual growth/change,2002,Percentage,2.43736
Italy,Labour compensation per employee,Annual growth/change,2003,Percentage,2.950389
Italy,Labour compensation per employee,Annual growth/change,2004,Percentage,3.390139
Italy,Labour compensation per employee,Annual growth/change,2005,Percentage,2.616854
Italy,Labour compensation per employee,Annual growth/change,2006,Percentage,2.235215
Italy,Labour compensation per employee,Annual growth/change,2007,Percentage,2.220854
Italy,Labour compensation per employee,Annual growth/change,2008,Percentage,2.8260709999999998
Italy,Labour compensation per employee,Annual growth/change,2009,Percentage,0.480204
Italy,Labour compensation per employee,Annual growth/change,2010,Percentage,2.33662
Italy,Labour compensation per employee,Annual growth/change,2011,Percentage,0.9755299999999999
Italy,Labour compensation per employee,Annual growth/change,2012,Percentage,-1.248058
Italy,Labour compensation per employee,Annual growth/change,2013,Percentage,0.79592
Italy,Labour compensation per employee,Annual growth/change,2014,Percentage,0.130135
Italy,Labour compensation per employee,Annual growth/change,2015,Percentage,1.021325
Italy,Labour compensation per employee,Annual growth/change,2016,Percentage,0.353192
Italy,Labour compensation per employee,Annual growth/change,2017,Percentage,0.393857
Italy,Labour compensation per employee,Annual growth/change,2018,Percentage,2.088327
Italy,Labour compensation per employee,Annual growth/change,2019,Percentage,1.0956299999999999
Italy,"Unit Labour Costs, employment based",Annual growth/change,1971,Percentage,11.600734
Italy,"Unit Labour Costs, employment based",Annual growth/change,1972,Percentage,5.4907330000000005
Italy,"Unit Labour Costs, employment based",Annual growth/change,1973,Percentage,11.892319
Italy,"Unit Labour Costs, employment based",Annual growth/change,1974,Percentage,18.471942000000002
Italy,"Unit Labour Costs, employment based",Annual growth/change,1975,Percentage,23.010109
Italy,"Unit Labour Costs, employment based",Annual growth/change,1976,Percentage,14.641804999999998
Italy,"Unit Labour Costs, employment based",Annual growth/change,1977,Percentage,18.608878
Italy,"Unit Labour Costs, employment based",Annual growth/change,1978,Percentage,13.062629
Italy,"Unit Labour Costs, employment based",Annual growth/change,1979,Percentage,14.507518
Italy,"Unit Labour Costs, employment based",Annual growth/change,1980,Percentage,19.595098
Italy,"Unit Labour Costs, employment based",Annual growth/change,1981,Percentage,21.020708
Italy,"Unit Labour Costs, employment based",Annual growth/change,1982,Percentage,16.153876
Italy,"Unit Labour Costs, employment based",Annual growth/change,1983,Percentage,14.76653
Italy,"Unit Labour Costs, employment based",Annual growth/change,1984,Percentage,8.269824
Italy,"Unit Labour Costs, employment based",Annual growth/change,1985,Percentage,7.965149
Italy,"Unit Labour Costs, employment based",Annual growth/change,1986,Percentage,5.209581
Italy,"Unit Labour Costs, employment based",Annual growth/change,1987,Percentage,4.892303
Italy,"Unit Labour Costs, employment based",Annual growth/change,1988,Percentage,5.032353
Italy,"Unit Labour Costs, employment based",Annual growth/change,1989,Percentage,5.657662999999999
Italy,"Unit Labour Costs, employment based",Annual growth/change,1990,Percentage,9.431647
Italy,"Unit Labour Costs, employment based",Annual growth/change,1991,Percentage,7.948186
Italy,"Unit Labour Costs, employment based",Annual growth/change,1992,Percentage,4.503248
Italy,"Unit Labour Costs, employment based",Annual growth/change,1993,Percentage,2.0128150000000002
Italy,"Unit Labour Costs, employment based",Annual growth/change,1994,Percentage,0.10716700000000001
Italy,"Unit Labour Costs, employment based",Annual growth/change,1995,Percentage,1.276292
Italy,"Unit Labour Costs, employment based",Annual growth/change,1996,Percentage,5.618859
Italy,"Unit Labour Costs, employment based",Annual growth/change,1997,Percentage,2.852849
Italy,"Unit Labour Costs, employment based",Annual growth/change,1998,Percentage,-2.0467880000000003
Italy,"Unit Labour Costs, employment based",Annual growth/change,1999,Percentage,1.635054
Italy,"Unit Labour Costs, employment based",Annual growth/change,2000,Percentage,0.397194
Italy,"Unit Labour Costs, employment based",Annual growth/change,2001,Percentage,3.0853509999999997
Italy,"Unit Labour Costs, employment based",Annual growth/change,2002,Percentage,3.8941230000000004
Italy,"Unit Labour Costs, employment based",Annual growth/change,2003,Percentage,4.318421
Italy,"Unit Labour Costs, employment based",Annual growth/change,2004,Percentage,2.557909
Italy,"Unit Labour Costs, employment based",Annual growth/change,2005,Percentage,2.35862
Italy,"Unit Labour Costs, employment based",Annual growth/change,2006,Percentage,2.41838
Italy,"Unit Labour Costs, employment based",Annual growth/change,2007,Percentage,1.9690509999999999
Italy,"Unit Labour Costs, employment based",Annual growth/change,2008,Percentage,4.055068
Italy,"Unit Labour Costs, employment based",Annual growth/change,2009,Percentage,4.334225
Italy,"Unit Labour Costs, employment based",Annual growth/change,2010,Percentage,-0.028566
Italy,"Unit Labour Costs, employment based",Annual growth/change,2011,Percentage,0.536978
Italy,"Unit Labour Costs, employment based",Annual growth/change,2012,Percentage,1.511244
Italy,"Unit Labour Costs, employment based",Annual growth/change,2013,Percentage,0.847564
Italy,"Unit Labour Costs, employment based",Annual growth/change,2014,Percentage,0.21080100000000002
Italy,"Unit Labour Costs, employment based",Annual growth/change,2015,Percentage,0.8950889999999999
Italy,"Unit Labour Costs, employment based",Annual growth/change,2016,Percentage,0.415393
Italy,"Unit Labour Costs, employment based",Annual growth/change,2017,Percentage,-0.102253
Italy,"Unit Labour Costs, employment based",Annual growth/change,2018,Percentage,2.10189
Italy,"Unit Labour Costs, employment based",Annual growth/change,2019,Percentage,1.4180030000000001
Japan,Unit Labour Costs,Annual growth/change,1996,Percentage,-1.988807
Japan,Unit Labour Costs,Annual growth/change,1997,Percentage,1.6988590000000001
Japan,Unit Labour Costs,Annual growth/change,1998,Percentage,-0.8883260000000001
Japan,Unit Labour Costs,Annual growth/change,1999,Percentage,-2.049403
Japan,Unit Labour Costs,Annual growth/change,2000,Percentage,-3.369746
